"record_id","source_path","target_path","target_anchor","fragment_id","owner","service","section","surface","consumer_surfaces","capability","slice_id","integration_scope","layer","artifact_type","imports","runtime_data","api_binding","db_dependency","auth_dependency","wlt_dependency","ui_kit_compliance","test_coverage","evidence","decision","action","risk","rollback","status","next_action"
"EXT-0532","C:\bthwani-suite\dsh\frontend\app-client\screens\DshTrackingScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshTrackingScreen.tsx","","fragment:EXT-0532","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshTrackingScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0533","C:\bthwani-suite\dsh\frontend\app-client\screens\DshZoneSetScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshZoneSetScreen.tsx","","fragment:EXT-0533","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshZoneSetScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0534","C:\bthwani-suite\dsh\frontend\app-client\screens\EntryScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/EntryScreen.tsx","","fragment:EXT-0534","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\EntryScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0535","C:\bthwani-suite\dsh\frontend\app-client\screens\HomeScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/HomeScreen.tsx","","fragment:EXT-0535","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\HomeScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0536","C:\bthwani-suite\dsh\frontend\app-client\screens\MySpaceScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/MySpaceScreen.tsx","","fragment:EXT-0536","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\MySpaceScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0537","C:\bthwani-suite\dsh\frontend\app-client\screens\NotificationsScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/NotificationsScreen.tsx","","fragment:EXT-0537","dsh","dsh","none","app-client","","notifications-readiness","DSH-013","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\NotificationsScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0538","C:\bthwani-suite\dsh\frontend\app-client\screens\parts\OperationScreenView.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/parts/OperationScreenView.tsx","","fragment:EXT-0538","dsh","dsh","operations","app-client","","operations-room","DSH-011","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\parts\OperationScreenView.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0539","C:\bthwani-suite\dsh\frontend\app-client\screens\parts\OrdersTrackingHelpers.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/parts/OrdersTrackingHelpers.tsx","","fragment:EXT-0539","dsh","dsh","operations","app-client","","operations-room","DSH-011","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\parts\OrdersTrackingHelpers.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0540","C:\bthwani-suite\dsh\frontend\app-client\screens\StoreItemsScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/StoreItemsScreen.tsx","","fragment:EXT-0540","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\StoreItemsScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0541","C:\bthwani-suite\dsh\frontend\app-client\screens\StoreScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/StoreScreen.tsx","","fragment:EXT-0541","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\StoreScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0542","C:\bthwani-suite\dsh\frontend\app-client\shared\map-menu-item-to-product-card.ts","services/dsh/frontend/shared/storefront-catalog/reference/map-menu-item-to-product-card.ts","","fragment:EXT-0542","dsh","dsh","none","shared","app-client|control-panel","storefront-catalog","DSH-002","none","frontend-shared","donor-analysis-source","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","review if adapted","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\shared\map-menu-item-to-product-card.ts","ADAPT_NORMALIZE","review semantics during named slice","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0543","C:\bthwani-suite\dsh\frontend\app-client\sheets\CancelOrderSheet.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/sheets/CancelOrderSheet.tsx","","fragment:EXT-0543","dsh","dsh","operations","app-client","","operations-room","DSH-011","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\sheets\CancelOrderSheet.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0544","C:\bthwani-suite\dsh\frontend\app-client\sheets\StoreMeasurementSheet.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/sheets/StoreMeasurementSheet.tsx","","fragment:EXT-0544","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\sheets\StoreMeasurementSheet.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0545","C:\bthwani-suite\dsh\frontend\app-client\useDshClientSurfaceModel.ts","services/dsh/frontend/shared/store/reference/useDshClientSurfaceModel.ts","","fragment:EXT-0545","dsh","dsh","none","shared","app-client|control-panel","store-discovery","DSH-001","none","frontend-shared","donor-analysis-source","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","review if adapted","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\useDshClientSurfaceModel.ts","ADAPT_NORMALIZE","review semantics during named slice","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
